exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
FWdVhcW,Cable Standing Shoulder External Rotation,STRENGTH,SHOULDERS,CABLE,DELTS,ROTATOR CUFF|TRAPEZIUS,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent.|Step:2 Hold the cable handle with your arm extended in front of you, parallel to the ground.|Step:3 Keep your elbow slightly bent and your shoulder blades pulled back.|Step:4 Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position.|Step:5 Pause for a moment at the end of the movement, then slowly return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/FWdVhcW.gif,
bmBf7LN,Dumbbell Lying External Shoulder Rotation,STRENGTH,SHOULDERS,DUMBBELL,DELTS,ROTATOR CUFF|TRICEPS,"Step:1 Lie on your side on a flat bench with your upper arm against your side and your elbow bent 90 degrees.|Step:2 Hold a dumbbell in your hand with your palm facing down.|Step:3 Keeping your upper arm against your side, slowly rotate your forearm upward as far as possible.|Step:4 Pause for a moment at the top, then slowly lower your forearm back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/bmBf7LN.gif,
u2X71Np,Cable Front Raise,STRENGTH,SHOULDERS,CABLE,DELTS,TRICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip.|Step:2 Keep your back straight and your core engaged.|Step:3 Raise the cable handle in front of you, keeping your arms straight and your palms facing down.|Step:4 Continue lifting until your arms are parallel to the floor.|Step:5 Pause for a moment at the top, then slowly lower the cable handle back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/u2X71Np.gif,
5KLbZWx,Kettlebell Alternating Press,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height.|Step:2 Press one kettlebell overhead, fully extending your arm.|Step:3 Lower the kettlebell back to shoulder height.|Step:4 Repeat with the other arm.|Step:5 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/5KLbZWx.gif,
PQcUlDi,Cable Supine Reverse Fly,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Attach a D-handle to a low pulley cable machine and lie face down on a flat bench.|Step:2 Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you.|Step:3 Keeping your arms straight, raise them out to the sides until they are parallel to the floor.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/PQcUlDi.gif,
x306lCW,Dumbbell Upright Shoulder External Rotation,STRENGTH,SHOULDERS,DUMBBELL,DELTS,ROTATOR CUFF|TRAPEZIUS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body.|Step:2 Raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent.|Step:3 Rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position.|Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/x306lCW.gif,
prbWx1D,Dumbbell Rotation Reverse Fly,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inwards.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up.|Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor.|Step:4 Rotate your arms so that your palms are facing downwards.|Step:5 Slowly lower your arms back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/prbWx1D.gif,
jgbvVJ0,Dumbbell Incline T-Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing inwards.|Step:2 Lean forward and let your arms hang straight down, perpendicular to the floor.|Step:3 Keeping your arms straight, raise them out to the sides until they are parallel to the floor, forming a 'T' shape with your body.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/jgbvVJ0.gif,
mWBtgmb,Dumbbell Single Arm Overhead Carry,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|CORE,"Step:1 Stand tall with your feet shoulder-width apart, holding a dumbbell in one hand.|Step:2 Raise the dumbbell overhead, fully extending your arm.|Step:3 Engage your core and keep your back straight as you walk forward, maintaining the dumbbell overhead.|Step:4 Continue walking for the desired distance or time.|Step:5 Switch hands and repeat the exercise.",https://static.exercisedb.dev/media/mWBtgmb.gif,
AQ0mC4Y,Dumbbell Full Can Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|ROTATOR CUFF,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body.|Step:2 Keep your back straight and engage your core.|Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/AQ0mC4Y.gif,
G61cXLk,Cable Kneeling Rear Delt Row (With Rope) (Male),CARDIO,SHOULDERS,CABLE,DELTS,TRAPEZIUS|RHOMBOIDS|BICEPS,"Step:1 Attach a rope handle to a low cable pulley and kneel down facing the machine.|Step:2 Grasp the rope with a neutral grip (palms facing each other) and extend your arms fully in front of you.|Step:3 Keeping your back straight and core engaged, pull the rope towards your body by retracting your shoulder blades.|Step:4 Squeeze your shoulder blades together at the end of the movement and hold for a brief pause.|Step:5 Slowly release the tension and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/G61cXLk.gif,
hxyTtWj,Dumbbell Seated Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|UPPER BACK,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs.|Step:2 Keep your back straight and core engaged.|Step:3 Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/hxyTtWj.gif,
wdRZISl,Barbell Standing Close Grip Military Press,STRENGTH,SHOULDERS,BARBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and hold the barbell with an overhand grip, hands slightly closer than shoulder-width apart.|Step:2 Lift the barbell to shoulder height, keeping your elbows close to your body.|Step:3 Press the barbell overhead, extending your arms fully.|Step:4 Lower the barbell back to shoulder height.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/wdRZISl.gif,
tc5dYrf,Band Standing Rear Delt Row,STRENGTH,SHOULDERS,BAND,DELTS,TRAPEZIUS|RHOMBOIDS|BICEPS,"Step:1 Stand with your feet shoulder-width apart and place the band under your feet.|Step:2 Hold the band handles with your palms facing each other and your arms extended in front of you.|Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:4 Pull the band towards your chest, squeezing your shoulder blades together.|Step:5 Pause for a moment at the top, then slowly release the tension and return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/tc5dYrf.gif,
JzQbv7J,Dumbbell Seated Bent Arm Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Sit on a bench with your back straight and feet flat on the ground.|Step:2 Hold a dumbbell in each hand with your palms facing your body and your arms bent at a 90-degree angle.|Step:3 Keeping your elbows bent, raise your arms out to the sides until they are parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/JzQbv7J.gif,
xMjBKwn,Dumbbell Lateral To Front Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|BICEPS,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your body.|Step:2 Keep your back straight and engage your core.|Step:3 Raise your arms out to the sides until they are parallel to the ground, keeping a slight bend in your elbows.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Next, raise your arms in front of you until they are parallel to the ground, again keeping a slight bend in your elbows.|Step:6 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/xMjBKwn.gif,
aTNKZiC,Dumbbell Incline One Arm Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|TRICEPS,"Step:1 Sit on an incline bench with a dumbbell in one hand, resting it on your thigh.|Step:2 Lean forward and position your upper arm against the inside of your thigh.|Step:3 Raise the dumbbell to the side, keeping your arm slightly bent and your palm facing down.|Step:4 Continue lifting until your arm is parallel to the floor.|Step:5 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/aTNKZiC.gif,
Ys97II0,Dumbbell Seated Front Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|BICEPS,"Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs.|Step:2 Keep your back straight and core engaged.|Step:3 Raise the dumbbells in front of you, with your palms facing down, until they are at shoulder level.|Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Ys97II0.gif,
S37C94C,Kettlebell One Arm Jerk,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height.|Step:2 Bend your knees slightly and engage your core.|Step:3 Press the kettlebell overhead in a straight line, fully extending your arm.|Step:4 As you press the kettlebell overhead, simultaneously dip your knees and quickly straighten them to generate momentum.|Step:5 As the kettlebell reaches its highest point, quickly drop underneath it by bending your knees and hips.|Step:6 Catch the kettlebell with a slight bend in your knees and hips, and your arm fully extended overhead.|Step:7 Stand up straight, fully extending your knees and hips, and stabilize the kettlebell overhead.|Step:8 Lower the kettlebell back to the starting position by bending your knees and hips, and repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/S37C94C.gif,
vqsbmL0,Lever Shoulder Press V. 2,STRENGTH,SHOULDERS,LEVERAGE MACHINE,DELTS,TRICEPS|CHEST,"Step:1 Adjust the seat height and backrest of the leverage machine to a comfortable position.|Step:2 Sit on the machine with your back against the backrest and your feet flat on the floor.|Step:3 Grasp the handles of the machine with an overhand grip, slightly wider than shoulder-width apart.|Step:4 Push the handles upward and forward until your arms are fully extended, but not locked.|Step:5 Pause for a moment at the top, then slowly lower the handles back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/vqsbmL0.gif,
EAs3xL9,Dumbbell Reverse Fly,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Extend your arms straight down in front of you, palms facing each other.|Step:4 Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground.|Step:5 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/EAs3xL9.gif,
QT5Q0nK,Dumbbell Seated Alternate Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|CHEST,"Step:1 Sit on a bench with a dumbbell in each hand, palms facing forward.|Step:2 Raise the dumbbells to shoulder height, with your elbows bent and palms facing forward.|Step:3 Press one dumbbell up overhead, fully extending your arm.|Step:4 Lower the dumbbell back down to shoulder height.|Step:5 Repeat with the other arm.|Step:6 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/QT5Q0nK.gif,
mTT3KLn,Cable Front Shoulder Raise,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPEZIUS|BICEPS,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with an overhand grip.|Step:2 Keep your back straight and your core engaged.|Step:3 Raise the cable handle in front of you, keeping your arms straight and your palms facing down.|Step:4 Continue lifting until your arms are parallel to the floor.|Step:5 Pause for a moment at the top, then slowly lower the cable handle back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/mTT3KLn.gif,
gSw59a4,Dumbbell Lying One Arm Deltoid Rear,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Lie face down on a flat bench with a dumbbell in one hand, palm facing inwards.|Step:2 Extend your arm straight down towards the floor, keeping it close to your body.|Step:3 Raise your arm up and back, squeezing your shoulder blade towards your spine.|Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/gSw59a4.gif,
UDm6cGl,Kettlebell Seesaw Press,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height.|Step:2 Press one kettlebell overhead while keeping the other kettlebell at shoulder height.|Step:3 Lower the pressed kettlebell back to shoulder height while simultaneously pressing the other kettlebell overhead.|Step:4 Continue alternating the pressing motion, creating a seesaw-like movement.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/UDm6cGl.gif,
aqvSOQE,Cable Cross-Over Revers Fly,STRENGTH,SHOULDERS,CABLE,DELTS,RHOMBOIDS|TRAPEZIUS,"Step:1 Attach a D-handle to each low pulley cable and stand in the middle of the cable crossover machine.|Step:2 Grasp the handles with a pronated grip (palms facing down) and take a step forward, positioning your feet shoulder-width apart.|Step:3 Bend your knees slightly and lean forward at the waist, keeping your back straight and your abs engaged.|Step:4 With your arms extended out to the sides and slightly bent at the elbows, exhale and squeeze your shoulder blades together as you pull the cables back and upward in a reverse fly motion.|Step:5 Pause for a moment at the peak contraction, then inhale and slowly return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/aqvSOQE.gif,
dCPESfR,Barbell Standing Bradford Press,STRENGTH,SHOULDERS,BARBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and hold the barbell in front of your shoulders with an overhand grip.|Step:2 Press the barbell overhead, fully extending your arms.|Step:3 Lower the barbell back down to the starting position.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/dCPESfR.gif,
f7Y9eDZ,Barbell Thruster,PLYOMETRICS,SHOULDERS,BARBELL,DELTS,QUADRICEPS|GLUTES|HAMSTRINGS|CORE,"Step:1 Start by standing with your feet shoulder-width apart, holding a barbell at shoulder height with an overhand grip.|Step:2 Lower into a squat position by bending your knees and pushing your hips back.|Step:3 As you reach the bottom of the squat, explosively drive through your heels to stand up, simultaneously pressing the barbell overhead.|Step:4 Lower the barbell back to shoulder height as you lower back into the squat position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/f7Y9eDZ.gif,
cALKspW,Cable Upright Row,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPS|BICEPS,"Step:1 Stand with your feet shoulder-width apart, knees slightly bent, and hold the cable attachment with an overhand grip.|Step:2 Keep your back straight and your core engaged throughout the exercise.|Step:3 Pull the cable attachment straight up towards your chin, leading with your elbows.|Step:4 Pause for a moment at the top, squeezing your shoulder blades together.|Step:5 Slowly lower the cable attachment back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/cALKspW.gif,
bBi35y3,Dumbbell Standing Alternate Overhead Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward.|Step:2 Press one dumbbell overhead, fully extending your arm.|Step:3 Lower the dumbbell back to shoulder level.|Step:4 Repeat with the other arm.|Step:5 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/bBi35y3.gif,
cALkHHX,Dumbbell Iron Cross,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|CHEST,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides.|Step:2 Raise your arms out to the sides until they are parallel to the ground, forming a T shape with your body.|Step:3 Pause for a moment, then slowly lower your arms back down to the starting position.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/cALkHHX.gif,
RgJDRR1,Barbell Wide-Grip Upright Row,STRENGTH,SHOULDERS,BARBELL,DELTS,TRAPS|BICEPS,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands wider than shoulder-width apart.|Step:2 Let the barbell hang in front of your thighs, arms fully extended.|Step:3 Keeping your back straight, exhale and lift the barbell straight up towards your chin, leading with your elbows.|Step:4 Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/RgJDRR1.gif,
x825CZm,Cable Seated Rear Lateral Raise,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPS|RHOMBOIDS,"Step:1 Sit on a bench facing the cable machine with your feet flat on the ground.|Step:2 Grasp the cable handles with an overhand grip and extend your arms straight in front of you.|Step:3 Keeping your arms straight, slowly raise them out to the sides until they are parallel to the floor.|Step:4 Pause for a moment at the top, then slowly lower your arms back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/x825CZm.gif,
Ln9iTbU,Barbell Rear Delt Raise,STRENGTH,SHOULDERS,BARBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Raise the barbell out to the sides, keeping your arms straight, until they are parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower the barbell back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Ln9iTbU.gif,
xUwnBMT,Smith Seated Shoulder Press,STRENGTH,SHOULDERS,SMITH MACHINE,DELTS,TRICEPS|UPPER BACK,"Step:1 Adjust the seat height so that the handles are at shoulder level.|Step:2 Sit on the machine with your back against the pad and your feet flat on the floor.|Step:3 Grasp the handles with an overhand grip and lift them off the supports, extending your arms fully.|Step:4 Lower the handles down to shoulder level, keeping your elbows slightly bent.|Step:5 Press the handles up overhead until your arms are fully extended.|Step:6 Pause for a moment at the top, then slowly lower the handles back down to shoulder level.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/xUwnBMT.gif,
c9MnDRp,Dumbbell Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.|Step:2 Keep your back straight and engage your core.|Step:3 Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/c9MnDRp.gif,
S9zHIvU,Barbell Rear Delt Row,STRENGTH,SHOULDERS,BARBELL,DELTS,TRAPEZIUS|RHOMBOIDS|BICEPS,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent.|Step:2 Hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart.|Step:3 Bend forward at the hips, keeping your back straight and chest up.|Step:4 Pull the barbell towards your chest, squeezing your shoulder blades together.|Step:5 Pause for a moment at the top, then slowly lower the barbell back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/S9zHIvU.gif,
gH5fRsC,Dumbbell Seated Alternate Front Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|BICEPS,"Step:1 Sit on a bench with your back straight and feet flat on the ground.|Step:2 Hold a dumbbell in each hand with your palms facing your body and arms extended down by your sides.|Step:3 Keeping your arms straight, raise one dumbbell in front of you until it is parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.|Step:5 Repeat with the other arm.|Step:6 Alternate between arms for the desired number of repetitions.",https://static.exercisedb.dev/media/gH5fRsC.gif,
UDlhcO8,Barbell Upright Row,STRENGTH,SHOULDERS,BARBELL,DELTS,TRAPS|BICEPS,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart.|Step:2 Let the barbell hang in front of your thighs, arms fully extended.|Step:3 Keeping your back straight and core engaged, exhale and lift the barbell straight up towards your chin, leading with your elbows.|Step:4 Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/UDlhcO8.gif,
n5cWCsI,Dumbbell One Arm Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|TRICEPS,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand with your palm facing your body.|Step:2 Keep your back straight and your core engaged throughout the exercise.|Step:3 Raise the dumbbell to the side, keeping your arm straight and your palm facing down.|Step:4 Continue lifting until your arm is parallel to the ground.|Step:5 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/n5cWCsI.gif,
QfAKy1G,Dumbbell Cuban Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing down.|Step:2 Keeping your core engaged and your elbows slightly bent, press the dumbbells up and overhead until your arms are fully extended.|Step:3 Rotate your wrists so that your palms are facing forward.|Step:4 Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as you do so.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/QfAKy1G.gif,
nFUwqG6,Smith Rear Delt Row,STRENGTH,SHOULDERS,SMITH MACHINE,DELTS,TRAPEZIUS|RHOMBOIDS|BICEPS,"Step:1 Adjust the seat height and position yourself on the machine with your chest against the pad and your feet flat on the ground.|Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart.|Step:3 Keep your back straight and your core engaged as you pull the handles towards your chest, squeezing your shoulder blades together.|Step:4 Pause for a moment at the top of the movement, then slowly release the handles back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/nFUwqG6.gif,
yCvYdi7,Kettlebell One Arm Military Press To The Side,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height.|Step:2 Engage your core and keep your back straight.|Step:3 Press the kettlebell overhead, extending your arm fully.|Step:4 Pause for a moment at the top, then slowly lower the kettlebell back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/yCvYdi7.gif,
aXcUyKb,Kettlebell One Arm Snatch,PLYOMETRICS,SHOULDERS,KETTLEBELL,DELTS,TRAPEZIUS|FOREARMS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand between your legs.|Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground.|Step:3 Explosively extend your hips and knees, using the momentum to swing the kettlebell up towards your shoulder.|Step:4 As the kettlebell reaches shoulder height, rotate your hand and punch it straight up overhead, fully extending your arm.|Step:5 Lower the kettlebell back down between your legs and repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/aXcUyKb.gif,
7Ba7bQ2,Kettlebell Two Arm Clean,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRAPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in front of your thighs with both hands, palms facing towards you.|Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell towards the ground.|Step:3 Explosively extend your hips and knees, using the momentum to pull the kettlebell up towards your shoulders.|Step:4 As the kettlebell reaches shoulder height, rotate your wrists and catch the kettlebell in the rack position, with your elbows tucked in and the kettlebell resting on the back of your forearm.|Step:5 Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/7Ba7bQ2.gif,
53Ttlck,Dumbbell Lying Rear Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Lie face down on a flat bench with a dumbbell in each hand, palms facing each other.|Step:2 Extend your arms straight down towards the floor, keeping a slight bend in your elbows.|Step:3 Engaging your shoulder muscles, lift your arms out to the sides until they are parallel to the floor.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/53Ttlck.gif,
KHPZL0b,Cable Alternate Shoulder Press,STRENGTH,SHOULDERS,CABLE,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and grasp the handles of the cable machine with an overhand grip.|Step:2 Position your hands at shoulder height, with your palms facing forward.|Step:3 Keep your core engaged and your back straight.|Step:4 Press one handle up and forward until your arm is fully extended.|Step:5 Pause for a moment at the top, then slowly lower the handle back to the starting position.|Step:6 Repeat with the other arm.|Step:7 Alternate between arms for the desired number of repetitions.",https://static.exercisedb.dev/media/KHPZL0b.gif,
vYk8lqw,Dumbbell Incline Rear Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Set up an incline bench at a 45-degree angle.|Step:2 Sit on the bench with your chest against the backrest and hold a dumbbell in each hand.|Step:3 Extend your arms straight down with your palms facing each other.|Step:4 Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground.|Step:5 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/vYk8lqw.gif,
v1qBec9,Dumbbell Rear Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and core engaged.|Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/v1qBec9.gif,
BkxB8LW,Kettlebell Seated Press,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Sit on a bench with your back straight and feet flat on the ground.|Step:2 Hold a kettlebell in each hand at shoulder height, palms facing forward.|Step:3 Press the kettlebells overhead, fully extending your arms.|Step:4 Lower the kettlebells back to shoulder height.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/BkxB8LW.gif,
DsgkuIt,Dumbbell Lateral Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.|Step:2 Keep your back straight and engage your core.|Step:3 Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/DsgkuIt.gif,
