sample_id,type,user_message,model_output
177,regular,"Create a 4-day strength program
[Context] Level: Beginner | Goal: Strength | Days: 4 | Body fat: 13.5% (lean) | Muscle mass: 54.5kg (high) | Feedback: easier difficulty, rating 4.5, 52 sessions done | Equipment: body only,machine,barbell,exercise ball,cable,e-z curl bar,medicine ball,kettlebells","PLAN:4d PPLA|Strength|Beginner|8w
FB:easier pref,rating 4.5,52 sessions
---
D1:Push[chest,shoulders,triceps]53min
1.Push-Ups - Close Triceps Position|4x3-6|180s|C|RPE6|body only
2.Bench Press – Dumbbell|4x3-6|180s|C|RPE6|dumbbell
3.Log Lift|4x3-6|180s|C|RPE7|other
4.Seated Shoulder Press – Barbell|4x3-6|180s|C|RPE7|barbell
5.Decline Close-Grip Bench To Skull Crusher|4x3-6|180s|C|RPE6|barbell
6.Pec Deck|3x6-10|120s|I|RPE7|machine
---
D2:Pull[lats,middle back,biceps]40min
1.Row – Barbell|4x3-6|180s|C|RPE6|barbell
2.Single Arm Half Kneeling High Row – Cable|4x3-6|180s|C|RPE8|cable
3.Full Range-Of-Motion Lat Pulldown|4x3-6|180s|C|RPE6|cable
4.Supinated Grip Lat Pulldown|4x3-6|180s|C|RPE7|cable
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE7|kettlebells
6.Pendlay Row|4x3-6|180s|C|RPE6|barbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]51min
1.Snatch Balance|4x3-6|180s|C|RPE8|barbell
2.Front Squat (Clean Grip)|4x3-6|180s|C|RPE6|barbell
3.Vertical Swing|4x3-6|180s|C|RPE7|dumbbell
4.Kettlebell One-Legged Deadlift|4x3-6|180s|C|RPE8|kettlebells
5.One-Handed Suitcase Walking Lunge – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
6.Lunge – Bodyweight|4x3-6|180s|C|RPE7|body only
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]47min
1.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
2.Skull Crusher – Cable with Rope|4x3-6|180s|C|RPE6|cable
3.Shrug – Dumbbell|3x6-10|120s|I|RPE6|dumbbell
4.Kettlebell Windmill|4x3-6|180s|C|RPE6|kettlebells
5.Alternate Incline Dumbbell Curl|3x6-10|120s|I|RPE7|dumbbell
6.Decline Dumbbell Triceps Extension|3x6-10|120s|I|RPE7|dumbbell
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Every 4 weeks: half volume"
178,regular,"Plan a 3 day general workout routine
[Context] Level: Advanced | Goal: General | Days: 3 | Body fat: 15.2% (normal) | Muscle mass: 22.7kg (low) | Equipment: exercise ball,cable,e-z curl bar,machine,body only,medicine ball","PLAN:3d Full Body x3|General|Advanced|6w
---
D1:Full Body A[chest,lats,quadriceps,abdominals]54min
1.Smith Machine Close-Grip Bench Press|3x8-15|60s|C|RPE7|machine
2.Bench Press – Smith Machine|3x8-15|60s|C|RPE7|machine
3.Pullups|3x8-15|60s|C|RPE10|body only
4.One Arm Lat Pulldown|3x8-15|60s|C|RPE10|cable
5.Chair Squat|3x8-15|60s|C|RPE7|machine
6.Split Jump|3x8-15|60s|C|RPE8|body only
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]69min
1.Cable Shoulder Press|3x8-15|60s|C|RPE9|cable
2.Seated Shoulder Press – Smith Machine|3x8-15|60s|C|RPE7|machine
3.Single Arm Half Kneeling High Row – Cable|3x8-15|60s|C|RPE8|cable
4.Smith Machine Bent Over Row|3x8-15|60s|C|RPE10|machine
5.Glute Bridge|3x8-15|60s|C|RPE8|body only
6.Hang Power Clean|3x8-15|60s|C|RPE9|body only
---
D3:Full Body C[chest,lats,glutes,triceps]64min
1.Lying Close-Grip Barbell Triceps Press To Chin|3x8-15|60s|C|RPE10|e-z curl bar
2.Dip Machine|3x8-15|60s|C|RPE10|machine
3.Monkey Row|3x8-15|60s|C|RPE9|body only
4.Low Pulley Row To Neck|3x8-15|60s|C|RPE9|cable
5.Step-Up|3x8-15|60s|C|RPE8|body only
6.Lunge Sprint|3x8-15|60s|C|RPE7|machine
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Week 6: reduce volume 40%, keep intensity"
179,injury,"Adjust training for hip issue
[Context] Level: Beginner | Goal: Strength | Days: 3 | Injury: hip(moderate,4/10) | Body fat: 24.3%(higher) | Equipment: barbell,medicine ball,other,e-z curl bar,dumbbell,body only","PLAN:3d Full Body x3|Strength|Beginner|8w
INJ:hip(moderate,4/10):use machines, avoid deep squats
FB:much harder pref,rating 4.4,38 sessions
---
D1:Full Body A[chest,lats,quadriceps,abdominals]50min
1.Pin Presses|4x3-6|180s|C|RPE8|barbell
2.Barbell Bench Press - Medium Grip|4x3-6|180s|C|RPE6|barbell
3.Towel Pull-Up|4x3-6|180s|C|RPE7|body only
4.Weighted Pull Ups|4x3-6|180s|C|RPE8|other
5.Kneeling Ab Wheel Roll-Out|4x3-6|180s|C|RPE6|body only
6.Push-Up Against Wall|4x3-6|180s|C|RPE8|body only
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]69min
1.Push Press – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
2.Standing Palm-In One-Arm Dumbbell Press|4x3-6|180s|C|RPE7|dumbbell
3.Monkey Row|4x3-6|180s|C|RPE7|body only
4.Bent Over One-Arm Long Bar Row|4x3-6|180s|C|RPE6|barbell
5.Incline Inner Biceps Curl|3x6-10|120s|I|RPE8|dumbbell
6.Smith Incline Shoulder Raise|3x6-10|120s|I|RPE7|barbell
---
D3:Full Body C[chest,lats,glutes,triceps]59min
1.Kneeling Incline Push-Up|4x3-6|180s|C|RPE7|body only
2.Pushups (Close and Wide Hand Positions)|4x3-6|180s|C|RPE6|body only
3.Standing Dumbbell Upright Row|4x3-6|180s|C|RPE8|dumbbell
4.One-Arm Dumbbell Row|4x3-6|180s|C|RPE8|dumbbell
5.Decline Close-Grip Bench To Skull Crusher|4x3-6|180s|C|RPE6|barbell
6.One-Arm Flat Bench Dumbbell Flye|3x6-10|120s|I|RPE7|dumbbell
---
PROG:Add 1 rep per set each week
DELOAD:Week 8: reduce volume 40%, keep intensity"
180,injury,"Adjust training for ankle issue
[Context] Level: Beginner | Goal: Endurance | Days: 4 | Injury: ankle(severe,8/10) | Body fat: 9.6%(lean) | Equipment: bands,e-z curl bar,kettlebells,medicine ball,cable,body only","PLAN:4d Upper/Lower|Endurance|Beginner|4w
INJ:ankle(severe,8/10):skip standing lower body exercises
---
D1:Upper A[chest,lats,triceps,biceps]50min
1.Isometric Chest Squeezes|2x20-30|20s|I|RPE7|body only
2.Low Chest Fly – Cable|2x20-30|20s|I|RPE8|cable
3.Bent Over Low-Pulley Side Lateral|2x20-30|20s|I|RPE6|cable
4.Rear Delt Row – Cable|2x20-30|20s|I|RPE6|cable
5.Cable Incline Triceps Extension|2x20-30|20s|I|RPE8|cable
6.Lying Close-Grip Bar Curl On High Pulley|2x20-30|20s|I|RPE8|cable
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]41min
1.Weighted Sit-Ups - With Bands|2x20-30|20s|I|RPE7|bands
2.Mountain Climbers|3x15-25|30s|C|RPE7|body only
3.Standing Cable Leg Curl|2x20-30|20s|I|RPE6|cable
4.Eccentric Heel Drop|3x15-25|30s|C|RPE6|body only|*MODIFIED
5.Plank - BOSU|3x15-25|30s|C|RPE8|body only
---
D3:Upper B[shoulders,middle back,biceps]51min
1.Seated Cable Shoulder Press|3x15-25|30s|C|RPE7|cable
2.Kettlebell Arnold Press|3x15-25|30s|C|RPE8|kettlebells
3.Straight-Arm Pulldown|2x20-30|20s|I|RPE8|cable
4.Rope Straight-Arm Pulldown|2x20-30|20s|I|RPE7|cable
5.One-Handed Lateral Raise – Cable|2x20-30|20s|I|RPE6|cable
6.One-Handed Plate Wrist Curl|2x20-30|20s|I|RPE8|body only
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]66min
1.Natural Glute Ham Raise|2x20-30|20s|I|RPE8|body only
2.Frog Pumps|3x15-25|30s|C|RPE6|body only
3.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x15-25|30s|C|RPE7|kettlebells
4.One-Legged Balance|3x15-25|30s|C|RPE7|body only|*MODIFIED
---
PROG:Double progression: reps then weight
DELOAD:Every 2 weeks: half volume"
181,regular,"Design a 6-day weightloss training split
[Context] Level: Intermediate | Goal: WeightLoss | Days: 6 | Body fat: 5.8% (lean) | Muscle mass: 22.4kg (low) | Equipment: barbell,other,bands,dumbbell,kettlebells,body only,e-z curl bar,cable","PLAN:6d PPL x2|WeightLoss|Intermediate|6w
---
D1:Push A[chest,shoulders,triceps]48min
1.Single-Arm Cable Crossover|3x15-25|30s|I|RPE10|cable
2.Hammer Grip Incline DB Bench Press|3x12-20|45s|C|RPE7|dumbbell
3.Push Press – Barbell|3x12-20|45s|C|RPE10|barbell
4.Dumbbell Shoulder Press|3x12-20|45s|C|RPE7|dumbbell
5.Incline Barbell Triceps Extension|3x15-25|30s|I|RPE10|barbell
6.Middle Back Shrug|3x15-25|30s|I|RPE10|dumbbell
---
D2:Pull A[lats,middle back,biceps]50min
1.Alternating Renegade Row|3x12-20|45s|C|RPE9|kettlebells
2.Wide Grip Seated Row – Cable|3x12-20|45s|C|RPE9|cable
3.One-Handed Lat Pulldown|3x12-20|45s|C|RPE7|cable
4.Straight Arm Lat Pulldown|3x12-20|45s|C|RPE10|cable
5.Standing Palms-Up Barbell Behind The Back Wrist Curl|3x15-25|30s|I|RPE9|barbell
6.Band Assisted Pull-Up|3x12-20|45s|C|RPE10|bands
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]56min
1.Bodyweight Squat|3x12-20|45s|C|RPE10|body only
2.Double Leg Butt Kick|3x12-20|45s|C|RPE7|body only
3.Sumo Deadlift with Chains|3x12-20|45s|C|RPE9|barbell
4.Snatch Grip Deadlift|3x12-20|45s|C|RPE10|barbell
5.Barbell Walking Lunge|3x12-20|45s|C|RPE10|barbell
6.Single-Arm Front Rack Contralateral Walking Lunge – Kettlebell|3x12-20|45s|C|RPE7|kettlebells
---
D4:Push B[chest,shoulders,triceps]64min
1.Hand-Release Push-Up|3x12-20|45s|C|RPE7|body only
2.Incline Push-Up Reverse Grip|3x12-20|45s|C|RPE7|body only
3.Kettlebell Thruster|3x12-20|45s|C|RPE8|kettlebells
4.Single-Arm Linear Jammer|3x12-20|45s|C|RPE9|barbell
5.Cable Rope Overhead Triceps Extension|3x15-25|30s|I|RPE10|cable
6.Reverse Fly – Dumbbell|3x15-25|30s|I|RPE10|dumbbell
---
D5:Pull B[middle back,lats,biceps]69min
1.Straight Bar Bench Mid Rows|3x12-20|45s|C|RPE7|barbell
2.Alternating Renegade Row|3x12-20|45s|C|RPE7|kettlebells
3.Kipping Muscle Up|3x12-20|45s|C|RPE8|other
4.Muscle Up|3x12-20|45s|C|RPE8|other
5.Seated Dumbbell Inner Biceps Curl|3x15-25|30s|I|RPE7|dumbbell
6.Dumbbell Incline Row|3x12-20|45s|C|RPE7|dumbbell
---
D6:Legs B[hamstrings,glutes,calves]55min
1.Deficit Deadlift|3x12-20|45s|C|RPE7|barbell
2.Lying Hamstring Bridge|3x12-20|45s|C|RPE9|body only
3.Lunge – Dumbbell|3x12-20|45s|C|RPE9|dumbbell
4.Alternating Side Lunge Pull – Plate|3x12-20|45s|C|RPE10|body only
5.Ball Leg Curl|3x15-25|30s|I|RPE10|exercise ball
6.Dumbbell Seated One-Leg Calf Raise|3x15-25|30s|I|RPE10|dumbbell
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Every 3 weeks: half volume"
182,regular,"Generate a 5-day strength workout plan
[Context] Level: Beginner | Goal: Strength | Days: 5 | Body fat: 25.9% (higher) | Muscle mass: 39.9kg (high) | Equipment: barbell,kettlebells,bands,medicine ball,body only,exercise ball,other,cable","PLAN:5d Bro Split|Strength|Beginner|12w
---
D1:Chest[chest,triceps]51min
1.Push Up to Side Plank|4x3-6|180s|C|RPE7|body only
2.Alternating Floor Press|4x3-6|180s|C|RPE6|kettlebells
3.Decline Close-Grip Bench To Skull Crusher|4x3-6|180s|C|RPE6|barbell
4.Incline Push-Up|4x3-6|180s|C|RPE6|body only
5.Speed Band Overhead Triceps|3x6-10|120s|I|RPE7|bands
---
D2:Back[lats,middle back,biceps]66min
1.Inverted Row with Straps|4x3-6|180s|C|RPE7|other
2.Seated One-Handed Row – Cable|4x3-6|180s|C|RPE8|cable
3.Pull-Up|4x3-6|180s|C|RPE6|body only
4.Rope Climb|4x3-6|180s|C|RPE6|other
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Bent-Arm Barbell Pullover|3x6-10|120s|I|RPE6|barbell
---
D3:Shoulders[shoulders,abdominals]59min
1.Bradford/Rocky Presses|4x3-6|180s|C|RPE6|barbell
2.Jerk Balance|4x3-6|180s|C|RPE6|barbell
3.Front Raise – Barbell|3x6-10|120s|I|RPE8|barbell
4.Gorilla Chin/Crunch|4x3-6|180s|C|RPE6|body only
5.Rear Delt Row – Cable|3x6-10|120s|I|RPE8|cable
6.Exercise Ball Pull-In|4x3-6|180s|C|RPE6|exercise ball
---
D4:Legs[quadriceps,hamstrings,glutes,calves]47min
1.Suspended Split Squat|4x3-6|180s|C|RPE7|other
2.Quick Leap|4x3-6|180s|C|RPE6|other
3.Stiff-Legged Deadlift – Barbell|4x3-6|180s|C|RPE8|barbell
4.Kettlebell One-Legged Deadlift|4x3-6|180s|C|RPE8|kettlebells
5.Shallow Lunge – Bodyweight|4x3-6|180s|C|RPE6|body only
6.One-Arm Row Lunge – Band|4x3-6|180s|C|RPE6|bands
---
D5:Arms[biceps,triceps,forearms]45min
1.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE7|kettlebells
2.Skull Crusher – Barbell|4x3-6|180s|C|RPE7|barbell
3.Shrug –  Trap Bar|3x6-10|120s|I|RPE6|body only
4.Reverse Barbell Curl|3x6-10|120s|I|RPE6|barbell
5.Dip – Bar|4x3-6|180s|C|RPE8|body only
6.Palms-Up Barbell Wrist Curl Over A Bench|3x6-10|120s|I|RPE6|barbell
---
PROG:Add 1 rep per set each week
DELOAD:Week 12: reduce volume 40%, keep intensity"
183,regular,"Plan a 4 day weightloss workout routine
[Context] Level: Beginner | Goal: WeightLoss | Days: 4 | Feedback: harder difficulty, rating 4.7, 40 sessions done | Equipment: bands,exercise ball,medicine ball,e-z curl bar,body only,machine","PLAN:4d PPLA|WeightLoss|Beginner|4w
FB:harder pref,rating 4.7,40 sessions
---
D1:Push[chest,shoulders,triceps]48min
1.Lying Triceps Press|3x12-20|45s|C|RPE7|e-z curl bar
2.Incline Push-Up Medium|3x12-20|45s|C|RPE6|body only
3.Return Push from Stance|3x12-20|45s|C|RPE8|medicine ball
4.Shoulder Press - With Bands|3x12-20|45s|C|RPE6|bands
5.Body-Up|3x15-25|30s|I|RPE7|body only
6.Push Up to Side Plank|3x12-20|45s|C|RPE6|body only
---
D2:Pull[lats,middle back,biceps]64min
1.Upright Row - With Bands|3x12-20|45s|C|RPE8|bands
2.Leverage Iso Row|3x12-20|45s|C|RPE6|machine
3.Overhead Slam|3x12-20|45s|C|RPE6|medicine ball
4.Pull-Up|3x12-20|45s|C|RPE8|body only
5.One-Handed Cross-Body Curl|3x15-25|30s|I|RPE6|body only
6.Feet-Elevated Bulgarian Row – Ring|3x12-20|45s|C|RPE6|body only
---
D3:Legs[quadriceps,hamstrings,glutes,calves]54min
1.Smith Machine Pistol Squat|3x12-20|45s|C|RPE6|machine
2.Squat – BOSU|3x12-20|45s|C|RPE6|body only
3.Hip Hinge – Band|3x12-20|45s|C|RPE7|bands
4.Hip Thrust – Band|3x12-20|45s|C|RPE8|bands
5.Lunge – Bodyweight|3x12-20|45s|C|RPE8|body only
6.Step-Up|3x12-20|45s|C|RPE7|body only
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]42min
1.Curl – Machine|3x15-25|30s|I|RPE7|machine
2.Overhead Tricep Extension – Bodyweight|3x15-25|30s|I|RPE6|body only
3.Lateral Raise - With Bands|3x15-25|30s|I|RPE6|bands
4.Air Bike|3x12-20|45s|C|RPE6|body only
5.Machine Preacher Curls|3x15-25|30s|I|RPE6|machine
6.Bench Press – Machine|3x12-20|45s|C|RPE6|machine
---
PROG:Add 1 rep per set each week
DELOAD:Week 4: reduce volume 40%, keep intensity"
184,regular,"Generate a 4-day muscle workout plan
[Context] Level: Intermediate | Goal: Muscle | Days: 4 | Injuries: lower_back(severe,7/10) | Feedback: much harder difficulty, rating 3.8, 19 sessions done | Equipment: barbell,exercise ball,other,dumbbell,bands,body only","PLAN:4d Upper/Lower|Muscle|Intermediate|8w
INJ:lower_back(severe,7/10):skip deadlifts, squats and bent rows entirely
FB:much harder pref,rating 3.8,19 sessions
---
D1:Upper A[chest,lats,triceps,biceps]62min
1.Decline Dumbbell Flyes|3x10-15|60s|I|RPE10|dumbbell
2.Incline Dumbbell Flyes - With A Twist|3x10-15|60s|I|RPE9|dumbbell
3.Bent Over Dumbbell Rear Delt Raise With Head On Bench|3x10-15|60s|I|RPE9|dumbbell
4.Incline Bench Pull|3x10-15|60s|I|RPE9|barbell
5.Tricep Dumbbell Kickback|3x10-15|60s|I|RPE10|dumbbell
6.Two-Arm Dumbbell Preacher Curl|3x10-15|60s|I|RPE10|dumbbell
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]56min
1.Calf Raise On A Dumbbell|3x10-15|60s|I|RPE8|dumbbell
2.Crunch - Legs On Exercise Ball|3x10-15|60s|I|RPE9|exercise ball
3.Snatch|3x8-12|90s|C|RPE10|barbell
4.Seated Band Hamstring Curl|3x10-15|60s|I|RPE9|bands|*MODIFIED
5.Rocking Standing Calf Raise|3x10-15|60s|I|RPE8|barbell
6.Barbell Side Bend|3x10-15|60s|I|RPE9|barbell
---
D3:Upper B[shoulders,middle back,biceps]53min
1.Crucifix|3x10-15|60s|I|RPE7|other
2.Standing Dumbbell Press|3x8-12|90s|C|RPE9|dumbbell
3.Isometric Pull-Up Hold|3x10-15|60s|I|RPE8|body only
4.Bent-Arm Barbell Pullover|3x10-15|60s|I|RPE9|barbell
5.One-Arm Side Laterals|3x10-15|60s|I|RPE10|dumbbell
6.Preacher Curl|3x10-15|60s|I|RPE10|barbell
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]44min
1.Calf Raises - With Bands|3x10-15|60s|I|RPE9|bands
2.Hurdle Hops|3x8-12|90s|C|RPE10|other|*MODIFIED
3.Frog Pumps|3x8-12|90s|C|RPE10|body only|*MODIFIED
4.Split Clean|3x8-12|90s|C|RPE7|barbell
5.Calf Raise On A Dumbbell|3x10-15|60s|I|RPE7|dumbbell
---
PROG:Increase reps before adding weight
DELOAD:Week 8: active recovery only"
185,regular,"Design a 5-day endurance training split
[Context] Level: Beginner | Goal: Endurance | Days: 5 | Body fat: 8.1% (lean) | Muscle mass: 38.9kg (high) | Equipment: medicine ball,kettlebells,barbell,e-z curl bar,body only","PLAN:5d Bro Split|Endurance|Beginner|8w
---
D1:Chest[chest,triceps]46min
1.Bodyweight Flyes|2x20-30|20s|I|RPE6|e-z curl bar
2.Isometric Wipers|2x20-30|20s|I|RPE6|body only
3.Overhead Tricep Extension – Bodyweight|2x20-30|20s|I|RPE7|body only
4.One-Handed Shoulder Press – Landmine|3x15-25|30s|C|RPE7|barbell
5.Body Tricep Press|3x15-25|30s|C|RPE7|body only
---
D2:Back[lats,middle back,biceps]70min
1.Barbell Rear Delt Row|2x20-30|20s|I|RPE7|barbell
2.Rear Delt Row – Barbell|2x20-30|20s|I|RPE8|barbell
3.Bent-Arm Barbell Pullover|2x20-30|20s|I|RPE8|barbell
4.Isometric Pull-Up Hold|2x20-30|20s|I|RPE8|body only
5.Reverse Barbell Curl|2x20-30|20s|I|RPE7|barbell
6.Pendlay Row|3x15-25|30s|C|RPE7|barbell
---
D3:Shoulders[shoulders,abdominals]69min
1.Seated Barbell Military Press|3x15-25|30s|C|RPE7|barbell
2.Two-Arm Kettlebell Jerk|3x15-25|30s|C|RPE7|kettlebells
3.Front Raise – Barbell|2x20-30|20s|I|RPE6|barbell
4.Oblique Crunches - On The Floor|2x20-30|20s|I|RPE7|body only
5.Return Push from Stance|3x15-25|30s|C|RPE7|medicine ball
6.Barbell Rollout from Bench|3x15-25|30s|C|RPE6|barbell
---
D4:Legs[quadriceps,hamstrings,glutes,calves]66min
1.Squat with Chains|3x15-25|30s|C|RPE7|barbell
2.Jump Squat – Bodyweight|3x15-25|30s|C|RPE6|body only
3.Back Extension|2x20-30|20s|I|RPE7|body only
4.One-Leg Prone Hip Extension|2x20-30|20s|I|RPE8|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE8|body only
6.Elevated Back Lunge|3x15-25|30s|C|RPE6|barbell
---
D5:Arms[biceps,triceps,forearms]60min
1.Barbell Curls Lying Against An Incline|2x20-30|20s|I|RPE8|barbell
2.Overhead Tricep Extension – Bodyweight|2x20-30|20s|I|RPE6|body only
3.Snatch Shrug|2x20-30|20s|I|RPE6|barbell
4.Drag Curl|2x20-30|20s|I|RPE6|barbell
5.Close-Grip Barbell Bench Press|3x15-25|30s|C|RPE6|barbell
6.One-Handed Plate Pinch|3x15-25|30s|C|RPE7|body only
---
PROG:Add 1 rep per set each week
DELOAD:Week 8: reduce volume 40%, keep intensity"
186,regular,"Generate a 4-day weightloss workout plan
[Context] Level: Beginner | Goal: WeightLoss | Days: 4 | Body fat: 20.7% (normal) | Muscle mass: 34.6kg (average) | Equipment: exercise ball,barbell,medicine ball,body only,machine,other,e-z curl bar,cable","PLAN:4d PPLA|WeightLoss|Beginner|8w
---
D1:Push[chest,shoulders,triceps]43min
1.Push-Up – Hands in Rings|3x12-20|45s|C|RPE8|body only
2.Kneeling Incline Push-Up|3x12-20|45s|C|RPE6|body only
3.Shoulder Press – Barbell|3x12-20|45s|C|RPE8|barbell
4.Push Press – Barbell|3x12-20|45s|C|RPE8|barbell
5.Overhead Tricep Extension – Barbell|3x15-25|30s|I|RPE7|barbell
6.Chest Fly – Machine|3x15-25|30s|I|RPE6|machine
---
D2:Pull[lats,middle back,biceps]50min
1.Close Grip Seated Row|3x12-20|45s|C|RPE8|body only
2.Incline Bench Pull|3x15-25|30s|I|RPE6|barbell
3.Pronated Grip Lat Pulldown|3x12-20|45s|C|RPE7|cable
4.Straight Arm Lat Pulldown|3x12-20|45s|C|RPE7|cable
5.Preacher Curl|3x15-25|30s|I|RPE7|barbell
6.Seated Row – Machine|3x12-20|45s|C|RPE6|machine
---
D3:Legs[quadriceps,hamstrings,glutes,calves]67min
1.Narrow Stance Squats|3x12-20|45s|C|RPE6|barbell
2.Half Air Squat|3x12-20|45s|C|RPE7|body only
3.Power Clean and Press|3x12-20|45s|C|RPE6|barbell
4.Back Extension|3x15-25|30s|I|RPE6|body only
5.Lunge – Barbell|3x12-20|45s|C|RPE7|barbell
6.Step-Up|3x12-20|45s|C|RPE6|body only
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]52min
1.Finger Curls|3x15-25|30s|I|RPE6|barbell
2.Skull Crusher – Barbell|3x12-20|45s|C|RPE6|barbell
3.Shrug – Barbell|3x15-25|30s|I|RPE6|barbell
4.Cocoons|3x12-20|45s|C|RPE8|body only
5.Overhead Cable Curl|3x15-25|30s|I|RPE8|cable
6.Bench Press - Powerlifting|3x12-20|45s|C|RPE7|barbell
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Every 4 weeks: half volume"
187,regular,"Plan a 3 day muscle workout routine
[Context] Level: Intermediate | Goal: Muscle | Days: 3 | Body fat: 16.8% (normal) | Muscle mass: 50.1kg (high) | Injuries: ankle(mild,3/10) | Equipment: e-z curl bar,body only,cable,dumbbell,machine,other,bands,medicine ball","PLAN:3d Push/Pull/Legs|Muscle|Intermediate|6w
INJ:ankle(mild,3/10):use heel elevation for squats
---
D1:Push[chest,shoulders,triceps]51min
1.One-Handed Standing Chest Fly – Band|3x10-15|60s|I|RPE8|bands
2.Cable Crossover|3x10-15|60s|I|RPE7|cable
3.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x8-12|90s|C|RPE7|kettlebells
4.Kettlebell Pirate Ships|3x8-12|90s|C|RPE8|kettlebells
5.Triceps Pushdown - V-Bar Attachment|3x10-15|60s|I|RPE7|cable
6.Front Cable Raise|3x10-15|60s|I|RPE10|cable
---
D2:Pull[lats,middle back,biceps]66min
1.Rear Delt Row – Cable|3x10-15|60s|I|RPE10|cable
2.Rear Delt Row – Dumbbell|3x10-15|60s|I|RPE10|dumbbell
3.Straight-Arm Pulldown|3x10-15|60s|I|RPE10|cable
4.One-Handed Lat Pulldown|3x8-12|90s|C|RPE7|cable
5.Standing One-Arm Cable Curl|3x10-15|60s|I|RPE9|cable
6.Elevated Cable Rows|3x8-12|90s|C|RPE8|cable
---
D3:Legs[quadriceps,hamstrings,glutes,calves]42min
1.Single-Cone Sprint Drill|3x8-12|90s|C|RPE9|other
2.Hack Squat – Machine|3x8-12|90s|C|RPE10|machine
3.Standing Glute Kickback – Machine|3x10-15|60s|I|RPE7|machine
4.One-Leg Prone Hip Extension|3x10-15|60s|I|RPE9|body only
5.Step-up with Knee Raise|3x10-15|60s|I|RPE8|body only
6.Single-Arm Front Rack Walking Lunge – Dumbbell|3x8-12|90s|C|RPE9|dumbbell
---
PROG:Increase reps before adding weight
DELOAD:Week 6: active recovery only"
188,regular,"Generate a 4-day general workout plan
[Context] Level: Beginner | Goal: General | Days: 4 | Equipment: e-z curl bar,dumbbell,machine,kettlebells,body only,medicine ball,cable,bands","PLAN:4d PPLA|General|Beginner|12w
---
D1:Push[chest,shoulders,triceps]45min
1.Smith Machine Incline Bench Press|3x8-15|60s|C|RPE8|machine
2.Bench Press - Powerlifting|3x8-15|60s|C|RPE8|barbell
3.Kettlebell Arnold Press|3x8-15|60s|C|RPE8|kettlebells
4.Double Kettlebell Jerk|3x8-15|60s|C|RPE6|kettlebells
5.Skull Crusher – Barbell|3x8-15|60s|C|RPE6|barbell
6.Standing Chest Fly – Cable|3x10-15|60s|I|RPE8|cable
---
D2:Pull[lats,middle back,biceps]56min
1.One-Handed Row – Dumbbell|3x8-15|60s|C|RPE7|dumbbell
2.Standing Two-Arm Overhead Throw|3x8-15|60s|C|RPE8|medicine ball
3.V-Bar Pulldown|3x8-15|60s|C|RPE7|cable
4.Wide-Grip Rear Pull-Up|3x8-15|60s|C|RPE6|body only
5.Bottoms-Up Clean From The Hang Position|3x8-15|60s|C|RPE7|kettlebells
6.Supinated Grip Lat Pulldown|3x8-15|60s|C|RPE6|cable
---
D3:Legs[quadriceps,hamstrings,glutes,calves]61min
1.Sumo Squat – Dumbbell|3x8-15|60s|C|RPE7|dumbbell
2.Jefferson Squats|3x8-15|60s|C|RPE8|barbell
3.Hang Clean|3x8-15|60s|C|RPE6|barbell
4.Barbell Deadlift|3x8-15|60s|C|RPE8|barbell
5.Barbell Step Ups|3x8-15|60s|C|RPE7|barbell
6.Dumbbell Step Ups|3x8-15|60s|C|RPE6|dumbbell
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]48min
1.Bottoms-Up Clean From The Hang Position|3x8-15|60s|C|RPE6|kettlebells
2.Skull Crusher – Barbell|3x8-15|60s|C|RPE8|barbell
3.Standing Dumbbell Straight-Arm Front Delt Raise Above Head|3x10-15|60s|I|RPE8|dumbbell
4.Plank - BOSU|3x8-15|60s|C|RPE8|body only
5.Hanging Side-To-Side Knee Drive|3x8-15|60s|C|RPE7|body only
6.Tricep Pushdown – Cable With Bar|3x10-15|60s|I|RPE6|cable
---
PROG:Add 1 rep per set each week
DELOAD:Week 12: reduce volume 40%, keep intensity"
